Powers, Time Taken
2.000000, 0.0000020000
4.000000, 0.0000020000
8.000000, 0.0000020000
16.000000, 0.0000120000
32.000000, 0.0000910000
64.000000, 0.0007220000
128.000000, 0.0056900000
256.000000, 0.0425699987
512.000000, 0.3361249864
