Powers, Time Taken
2.000000, 0.0000010000
4.000000, 0.0000010000
8.000000, 0.0000020000
16.000000, 0.0000100000
32.000000, 0.0000730000
64.000000, 0.0005830000
128.000000, 0.0046819998
256.000000, 0.0388480015
512.000000, 0.3187589943
